Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,Mulheres,Homens,Responsavel
251370305000084,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,216,244,Homens
251370305000085,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,255,161,Mulheres
251370305000086,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,1,6,Homens
251370305000087,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,148,244,Homens
251370305000088,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,91,182,Homens
251370305000089,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,142,186,Homens
251370305000090,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,97,120,Homens
251370305000091,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,10,26,Homens
251370305000092,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,164,128,Mulheres
251370305000093,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),8,0,11,133,Homens
251370305000094,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),8,0,48,84,Homens
251370305000095,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),8,0,40,144,Homens
251370305000096,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),8,0,38,93,Homens
251370305000097,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),8,0,62,43,Mulheres
251370305000098,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),8,0,25,19,Mulheres
251370305000099,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),5,0,105,38,Mulheres
251370305000100,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),5,0,84,170,Homens
251370305000101,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),8,0,21,144,Homens
251370305000102,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),8,0,24,129,Homens
251370305000103,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),8,0,6,10,Homens
251370305000104,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),8,0,7,29,Homens
251370305000105,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),5,0,61,195,Homens
251370305000106,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,97,273,Homens
251370305000107,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,77,198,Homens
251370305000108,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,155,159,Homens
251370305000109,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,70,94,Homens
251370305000110,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,103,150,Homens
251370305000111,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,90,215,Homens
251370305000112,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,127,99,Mulheres
251370305000113,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,232,134,Mulheres
251370305000114,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,197,62,Mulheres
251370305000115,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,69,162,Homens
251370305000116,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,57,144,Homens
251370305000117,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,129,189,Homens
251370305000118,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,202,190,Mulheres
251370305000119,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,69,169,Homens
251370305000120,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,88,164,Homens
251370305000121,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,125,301,Homens
251370305000122,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,123,149,Homens
251370305000123,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,120,217,Homens
251370305000124,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,93,132,Homens
251370305000125,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,88,170,Homens
251370305000126,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,108,382,Homens
251370305000127,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,103,140,Homens
251370305000128,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,135,157,Homens
251370305000129,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,133,299,Homens
251370305000130,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,157,253,Homens
251370305000131,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,209,301,Homens
251370305000132,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,84,213,Homens
251370305000133,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,74,198,Homens
251370305000134,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,1,90,138,Homens
251370305000135,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,105,94,Mulheres
251370305000136,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,102,122,Homens
251370305000137,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,83,262,Homens
251370305000138,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,134,96,Mulheres
251370305000139,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,108,216,Homens
251370305000140,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,90,119,Homens
251370305000141,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,115,111,Mulheres
251370305000142,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),5,0,72,181,Homens
251370305000143,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),5,0,69,113,Homens
251370305000144,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),5,0,42,161,Homens
251370305000145,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),5,0,57,114,Homens
251370310000001,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),1,0,136,251,Homens
251370310000002,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),1,0,104,352,Homens
251370310000003,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),8,0,34,68,Homens
251370310000004,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,45,91,Homens
251370310000005,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,79,116,Homens
251370310000006,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),8,0,14,19,Homens
251370310000007,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),8,0,19,51,Homens
251370310000008,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),8,0,21,96,Homens
251370310000009,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),8,0,10,99,Homens
251370310000010,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,67,128,Homens
251370310000011,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,64,177,Homens
251370310000012,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,62,193,Homens
251370310000013,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,64,179,Homens
251370310000014,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),8,0,49,162,Homens
251370310000015,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,103,139,Homens
251370310000016,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,46,174,Homens
251370310000017,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,91,128,Homens
251370310000018,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,69,168,Homens
251370310000019,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,57,191,Homens
251370310000020,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,84,106,Homens
