Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,X34,V062,V063,V064,V065,V066,V067,V068,V069,V070,V071,V072,V073,V074,V075,V076,V077,V078,V079,V080,V081,V082,V083,V084,V085,V086,V087,V088,V089,V090,V091,V092,V093,V094,V095,V096,V097,V098,V099,Mulheres,Homens,Responsavel
251370305000041,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,129,399,3.09,2.09,610.38,261405,690.69,240142.16,367.22,201030.74,647.27,172930.06,NA,8,18,20,6,5,1,7,0,0,0,0,0,0,8,4,7,0,2,0,20,19,8,3,2,1,11,14,5,0,0,0,0,6,3,0,0,0,0,92,86,Mulheres
251370305000042,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,255,858,3.36,2.37,691.1,1005738.14,740.46,1041173.18,411.25,486897.86,626.39,607091.98,NA,20,49,41,15,7,3,7,2,0,0,0,0,0,18,18,9,3,0,0,30,31,12,12,6,6,16,17,16,1,0,0,0,13,2,0,1,0,0,163,192,Homens
251370305000043,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,280,916,3.27,2.57,614.48,430351.33,656.7,432201.11,370.67,243983.45,586.41,259506.22,NA,23,46,47,11,2,3,11,0,1,0,0,1,0,23,17,12,2,1,0,35,39,22,14,5,5,17,26,17,4,0,0,0,9,4,3,0,0,0,200,200,Homens
251370305000044,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,288,987,3.43,2.15,802.5,1454144.84,895.82,1539971.44,466.82,709586.47,785.02,943931.2,NA,30,58,36,31,9,2,9,2,1,0,0,0,0,28,25,5,3,2,0,20,25,27,16,4,4,17,14,12,10,0,0,0,6,2,4,3,0,0,164,241,Homens
251370305000045,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,335,1050,3.13,2.43,1256.62,1300918.36,1315.53,1284356.96,745.56,938530.68,1103.07,994299.38,NA,42,50,51,16,9,3,22,2,1,0,0,0,0,40,23,8,3,1,0,37,36,18,13,8,5,25,18,4,0,0,0,0,19,12,2,0,0,0,197,271,Homens
251370305000046,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,354,1198,3.38,2.99,872.62,945713.43,977.55,956894.08,509.44,580483.49,851.54,679135.81,NA,37,39,42,25,16,10,24,1,1,0,0,0,0,36,20,9,3,0,0,41,37,34,15,7,6,21,21,7,5,2,0,0,20,10,4,0,0,0,230,263,Homens
251370305000047,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,254,963,3.79,2.8,903.55,881968.19,964.29,882689.14,517.7,2320749.08,815.74,3415730.86,NA,21,46,52,19,10,7,12,0,1,0,0,0,0,21,24,13,3,1,0,14,13,23,13,11,7,6,6,7,5,0,0,0,8,1,1,2,0,0,117,230,Homens
251370305000048,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,221,878,3.97,4.04,313.3,103277.39,484.2,76679.02,210.59,80786.05,468.57,58800.74,NA,18,22,21,13,11,12,9,2,0,0,0,0,0,16,9,9,1,0,0,15,27,27,18,10,9,9,12,10,9,1,0,0,3,2,2,0,0,0,154,143,Mulheres
251370305000049,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,194,762,3.93,4.19,391.31,55785.85,465.73,31586.98,202.63,75546.52,442.76,58693.03,NA,26,30,31,14,11,14,5,1,0,0,0,0,0,25,15,4,1,0,2,5,17,13,10,3,6,9,4,7,1,2,0,0,1,2,1,0,0,0,81,179,Homens
251370305000050,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,309,1069,3.46,2.43,614.48,233128.23,690.45,209410.77,358.05,216641.17,596.75,218628.97,NA,48,51,55,30,12,12,10,2,0,0,0,0,0,46,29,10,3,1,0,21,23,25,5,1,3,13,13,7,1,1,0,0,8,4,0,0,0,0,125,309,Homens
251370305000051,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,201,733,3.65,3.34,500.04,937761.23,580.97,1043127.92,291.02,414201.82,487.7,598714.68,NA,17,21,19,11,7,4,11,0,0,0,0,0,0,17,8,2,1,0,0,22,24,21,17,8,10,9,17,10,2,0,1,0,5,1,0,0,1,0,148,118,Mulheres
251370305000052,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,128,469,3.66,4.34,320.37,72404.99,422.75,52051.21,210.06,75056.27,413.52,63560.21,NA,17,6,12,6,2,4,8,3,1,0,0,0,0,14,3,2,0,0,0,10,15,16,8,8,7,9,5,3,7,0,0,0,5,0,1,0,0,0,94,78,Mulheres
251370305000053,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,317,1139,3.59,2.58,652.63,1423074.07,755.05,1569604.78,355.63,588362.46,633.43,872521.52,NA,43,50,59,37,8,7,11,1,0,0,0,0,0,42,21,12,2,0,0,26,25,17,13,4,10,7,19,12,3,0,0,0,7,2,4,1,0,0,150,293,Homens
251370305000054,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,208,734,3.53,2.27,849.18,4618277.4,929.63,4982929.81,461.77,1819519.4,797.48,2877489.73,NA,26,39,34,22,5,4,6,1,0,0,0,0,0,25,19,7,2,0,0,8,20,17,10,4,3,10,4,7,0,0,1,0,4,5,2,0,0,0,95,190,Homens
251370305000055,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,155,534,3.45,2.33,682.7,379731.03,761.29,363498.84,388.82,245569.8,648.51,241153.1,NA,26,22,26,7,5,4,5,0,0,0,0,0,0,26,7,3,0,0,0,11,18,15,5,3,4,4,7,8,2,0,0,0,4,0,1,1,0,0,83,131,Homens
251370305000056,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,273,982,3.6,2.51,831.32,1375892.76,890,1420964.52,462.28,619132.19,723.36,780226.71,NA,26,53,54,22,6,7,4,1,0,0,0,0,0,25,26,13,2,2,0,26,16,21,18,4,5,11,15,5,1,1,0,0,11,2,3,2,0,0,141,241,Homens
251370305000057,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,394,1391,3.53,2.45,648.68,608029.86,738.67,625958.92,410.81,388213.63,677.6,459654.65,NA,30,66,54,27,10,4,15,7,0,0,0,0,0,23,36,17,3,0,0,36,50,41,25,16,6,14,29,20,8,3,0,0,7,6,2,1,2,0,266,292,Homens
251370305000058,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,182,622,3.42,2.36,726.7,383902.65,826.62,353905.26,435.33,280778.08,719.29,259611.79,NA,8,29,33,11,6,3,7,1,0,0,0,0,0,7,15,6,1,0,0,27,18,15,8,3,4,10,17,8,1,0,0,0,10,4,2,0,0,0,127,127,Homens
251370305000059,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,134,472,3.52,2.66,716.47,500952.7,780.54,495697.56,420.23,300002.83,683.29,308085.84,NA,20,21,19,8,4,4,3,0,0,0,0,0,0,20,12,3,0,0,0,7,16,7,8,6,3,8,5,5,1,0,0,0,2,3,1,0,0,0,72,114,Homens
251370305000060,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,209,875,4.19,4.8,401.33,98679.69,511.46,69254.11,199.06,77520.9,470.45,55459.73,NA,6,28,32,12,3,12,8,1,0,0,1,0,0,5,14,8,1,0,0,16,24,22,15,8,18,5,12,5,5,1,0,0,4,7,1,0,0,0,143,131,Mulheres
251370305000061,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,113,413,3.65,3.26,409.18,66064.54,471.81,46427.27,241.07,69489.64,406.66,49784.27,NA,14,14,12,11,4,3,5,3,1,0,0,0,0,11,3,1,1,0,0,10,6,11,11,2,4,6,4,3,4,1,0,0,6,1,0,0,0,0,69,83,Homens
251370305000062,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,257,925,3.6,2.91,573.09,192440.79,616.25,180285.39,324.72,143663.14,529.4,125825.07,NA,26,41,32,18,15,6,10,2,0,0,0,1,0,24,22,8,2,0,0,26,25,21,15,8,5,9,21,8,3,2,0,0,5,4,1,0,0,0,153,207,Homens
251370305000063,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,203,743,3.66,3.62,473.45,215657.09,628.17,188766.01,336.82,159706.21,576.39,135151.75,NA,16,27,23,10,5,4,8,1,2,0,0,0,0,15,8,4,1,0,0,26,29,22,11,9,8,5,18,11,4,0,1,0,8,3,1,0,0,0,156,124,Mulheres
251370305000064,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,174,645,3.71,2.81,553.09,98922.9,629.01,64524.97,310.84,108078.26,570.21,50172.67,NA,15,18,21,16,10,5,7,1,1,0,0,0,0,14,9,6,0,0,0,14,23,15,11,6,5,8,12,8,5,0,0,0,2,2,0,0,0,0,111,123,Homens
251370305000065,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,284,962,3.39,2.32,1031.58,1154152.49,1081.06,1156027.98,584.36,700430.22,914.25,794408.1,NA,22,45,37,15,8,4,14,3,2,0,0,0,0,19,24,10,3,0,0,30,36,31,17,5,6,14,24,11,7,1,0,0,6,2,0,1,0,0,191,206,Homens
251370305000066,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,197,722,3.66,2.59,352.58,262885.75,667.87,287635.17,315.19,195661.85,635.7,190863.51,NA,16,22,21,8,2,3,4,2,0,0,0,0,0,14,13,3,0,1,0,24,33,24,19,6,11,4,21,16,4,1,2,0,3,0,0,0,0,0,168,109,Mulheres
251370305000067,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,218,823,3.78,3.55,234.04,93078.52,327.05,99693.13,174.68,66038.21,346.04,71541.56,NA,18,12,13,14,5,4,18,3,0,0,0,0,0,15,4,6,2,1,0,21,29,30,25,16,9,4,17,17,5,3,1,0,4,2,0,0,0,0,183,115,Mulheres
251370305000068,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,315,1147,3.64,3.85,265.44,95977.46,403.93,90084.49,171.98,67229.27,372.91,70853.67,NA,24,29,21,18,7,8,31,4,2,0,0,0,0,20,13,5,4,2,1,28,35,45,27,16,14,12,25,18,10,5,1,1,3,5,2,0,0,0,247,189,Mulheres
251370305000069,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,190,685,3.61,1.84,682.61,396395.61,741.11,386956.56,356.9,256539.06,642.42,278413.87,NA,14,30,43,22,7,3,6,0,0,0,0,0,0,14,17,9,2,1,0,10,20,21,6,1,1,6,7,7,4,1,0,0,3,3,2,0,0,0,92,168,Homens
251370305000070,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,169,644,3.81,3.63,487.9,157474.9,568.66,137479.63,285.1,117949.77,493.92,101147.53,NA,12,21,17,12,8,7,11,0,0,0,0,0,0,12,13,5,0,0,0,10,23,13,9,10,8,8,7,7,1,0,0,0,3,5,3,0,0,0,107,118,Homens
251370305000071,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,188,693,3.69,2.85,449.69,93737.49,552.56,58106.77,248.64,91272.04,487.39,62453.11,NA,16,31,41,18,7,7,5,0,0,0,0,0,0,16,16,6,2,1,0,13,16,11,8,1,5,9,8,4,1,0,0,0,5,3,3,0,0,0,87,166,Homens
251370305000072,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,299,1129,3.78,4.05,408.51,73749.76,473.42,54662.31,235.83,77356.14,433.62,56426.51,NA,27,36,45,23,10,10,18,5,0,0,0,0,0,22,14,6,1,0,0,29,24,30,16,8,15,8,16,8,8,1,1,0,13,2,0,0,0,0,179,217,Homens
251370305000073,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,267,998,3.74,3.88,427.82,102168.09,523.98,74619.28,260.38,116738.7,490.47,107021.18,NA,17,38,36,20,14,10,9,0,1,0,0,0,0,17,17,11,3,1,0,37,27,21,9,5,13,11,26,9,3,1,0,0,11,0,3,0,0,0,176,194,Homens
251370305000074,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,286,948,3.31,3.02,664.52,992506.9,711.81,1029613.33,384.13,464126.84,615.67,601597.14,NA,39,40,34,14,9,4,8,3,0,0,0,0,0,36,21,12,1,2,0,33,34,29,12,6,5,19,22,15,5,0,0,0,11,6,1,0,0,0,198,223,Homens
251370305000075,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,227,805,3.55,2.43,1702.53,4671509.68,1822.99,4782965.79,1011.33,3239181.51,1531,4109890.87,NA,16,20,36,24,4,5,6,0,0,0,0,0,0,16,13,8,5,1,0,24,31,27,10,5,5,14,14,11,5,0,0,0,10,8,2,0,0,0,166,154,Mulheres
251370305000076,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,202,712,3.52,3.41,334.58,70710.48,430.48,49560.94,204.3,64729.41,393.11,50278.31,NA,23,22,21,13,3,6,16,3,0,1,0,0,0,20,8,5,1,0,0,18,24,18,16,4,10,8,14,10,7,3,1,0,4,1,0,0,0,0,138,142,Homens
251370305000077,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,327,1175,3.59,3.09,236.06,88576.15,476.49,64079.67,146.03,67137.74,471.75,63216.54,NA,39,31,50,29,14,11,26,2,0,0,1,0,0,37,15,9,5,1,0,23,36,25,20,6,8,9,14,12,7,1,0,0,9,5,0,0,0,0,175,270,Homens
251370305000078,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,190,644,3.39,2.51,459.06,95158.26,490.01,86359.43,269.47,90874.42,401.95,82277.42,NA,17,27,33,17,4,4,11,1,0,0,0,0,0,16,16,12,0,0,0,24,14,12,7,7,3,10,17,7,1,0,1,0,7,0,0,0,0,0,110,158,Homens
251370305000079,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,272,1003,3.69,2.61,426.15,230792.45,506.17,233638.62,263.23,135636.42,429.65,149916.3,NA,31,30,34,28,12,8,13,2,0,0,1,0,0,29,16,8,2,0,0,22,19,34,17,13,3,8,13,9,10,1,0,0,9,2,0,0,1,0,161,214,Homens
251370305000080,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,334,1107,3.31,2.11,468.15,81528.4,537.32,56318.9,269.06,89465.39,477.72,59109.31,NA,46,55,42,25,13,4,10,1,0,0,0,0,0,45,23,7,6,0,0,41,27,28,16,8,3,16,26,9,6,1,0,0,15,4,3,1,0,0,204,277,Homens
251370305000081,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,241,815,3.38,2.67,493.59,193198.62,548.18,184600.67,294.18,135006.12,472.21,132636.31,NA,26,42,28,26,11,3,11,1,1,0,0,0,0,25,18,9,3,1,0,21,26,14,9,5,3,16,18,8,4,1,1,0,3,1,1,0,0,0,131,205,Homens
