Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,X34
251370305000111,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,214,762,3.56,2.83,545.91,119173.17,578.34,107439.17,323.53,124686.68,477.73,110414.44,NA
251370305000112,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,166,617,3.72,2.4,693.93,314613.42,778.33,287001.57,436.9,254411.21,689.64,227207.47,NA
251370305000113,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,260,960,3.69,2.52,452.84,181454.71,585.77,156732.24,345.5,195333.71,566.77,195021,NA
251370305000114,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,178,619,3.48,2.84,320.12,110149.61,441.71,98186.44,269.97,93122.26,444.09,75799.32,NA
251370305000115,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,162,568,3.51,2.8,591.1,721609.34,679.14,769634.12,331.78,345555.96,608.92,465913.88,NA
251370305000116,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,145,511,3.52,3.07,662.64,1378294.98,768.66,1518447.63,358.03,660495.29,672.56,1030933.36,NA
251370305000117,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,228,819,3.59,2.22,777.14,474023.41,827.99,462886.41,462.63,321528.25,712.37,317181.85,NA
251370305000118,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,282,972,3.45,3.34,355.94,82188.49,418.23,70471.39,214.25,71669.62,380.23,64062.96,NA
251370305000119,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,167,582,3.49,2.47,567.85,295503.38,697.29,272436.83,306.67,216446.07,617.14,244082.71,NA
251370305000120,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,179,661,3.69,3.75,412.61,149765.88,516.48,133708,227.23,104355.13,457.18,104834,NA
251370305000121,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,288,978,3.4,2.04,834.18,5807520.08,924.01,6352031.52,449.63,2271955.96,785.16,3707012.95,NA
251370305000122,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,190,679,3.57,3.46,466.48,237759.12,571.82,231171.49,252.78,139610.31,489.37,154549.57,NA
251370305000123,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,254,965,3.8,3.24,416.42,59595.11,450.09,49215.61,222.27,65571.68,363.76,55822.08,NA
251370305000124,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,169,639,3.78,3.79,503.82,175477.74,599.62,151230.56,295.42,130513.62,530.02,109745.41,NA
251370305000125,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,191,687,3.6,2.53,480.46,184665.36,588.26,162543.38,298.11,119162.65,532.24,88058.08,NA
251370305000126,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,366,1454,3.97,3.75,462.84,137540.77,546.45,116631.61,227.37,100208.47,457.52,96338.05,NA
251370305000127,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,174,599,3.44,2.5,474.64,91674,539.78,68943.14,304.67,102753.49,506.1,68631.02,NA
251370305000128,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,203,720,3.55,1.89,461.53,191733.7,612.36,161835.73,262.56,131568.56,547.07,118447.28,NA
251370305000129,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,307,1061,3.46,2.09,622.31,210423.29,692.21,185584.08,372.65,181872.97,618.75,149649.02,NA
251370305000130,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,293,1010,3.45,1.93,702.23,420946.03,782.33,406241.02,386.92,302925.87,682.8,332606.48,NA
251370305000131,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,358,1208,3.37,1.88,669.54,923500.57,793.7,996446.4,408.37,485784.03,705.61,629887.52,NA
251370305000132,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,212,759,3.58,3.14,503.76,184149.94,577.29,168497.83,267.19,125493.65,494.74,119772.81,NA
251370305000133,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,206,758,3.68,3.1,566.35,547538.57,651.78,574600.04,317.85,926088.92,647.25,1675071.05,NA
251370305000134,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,1,167,612,3.66,3.66,276.81,59453.81,372.81,44161.07,164.71,50325.98,325.17,47162.23,NA
251370305000135,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,135,473,3.5,2.24,545.02,201392.13,645.42,173446.02,341.88,164222.56,593.21,135728.58,NA
251370305000136,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,153,506,3.31,3,862.72,1126451.89,949.61,1157617.51,497.39,594649.98,782.1,712771.98,NA
251370305000137,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,247,869,3.52,2.82,627.26,221561.7,667.81,208748.34,335.94,175917.54,538.99,172796.98,NA
251370305000138,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,165,565,3.42,2.05,490.08,107736.69,577.59,76202.65,354.51,129798.53,535.03,99216.64,NA
251370305000139,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,223,709,3.18,2.45,781.53,655857.48,846.03,655414.43,431.69,374462.54,710.88,418287.37,NA
251370305000140,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,146,533,3.65,3.8,493.52,143360.98,571.86,121143.02,264.29,115125.73,525.05,91699.25,NA
251370305000141,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,164,598,3.65,2.87,552.98,235617.32,596.64,228122.27,300.88,159649.5,537.35,158050.22,NA
251370305000142,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),5,0,187,656,3.51,2.29,433.07,57904.86,482.05,40741.69,243.9,71319.17,456.81,36200.98,NA
251370305000143,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),5,0,138,499,3.62,3.61,402.01,88535.55,474.17,70054.09,228.26,80732.03,441.37,61955.1,NA
251370305000144,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),5,0,150,529,3.53,3.78,334.08,39291.63,376.78,28140.7,173.01,42657.73,306.88,34546.69,NA
251370305000145,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),5,0,132,477,3.61,3.83,245.05,57015.95,409.44,27583.15,134.27,43046.65,373.08,30416.19,NA
251370310000001,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),1,0,266,859,3.23,2.05,475.43,194682.53,531.37,187836.6,259.44,139205.35,476.63,152256.76,NA
251370310000002,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),1,0,337,1205,3.58,3.35,417.99,92476.22,480.75,76131.14,227.2,81421.83,416.17,70476.42,NA
251370310000003,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),8,0,76,288,3.79,3.34,329.8,48675.63,368.6,39972.27,203.38,74866.54,373.4,73959.69,NA
251370310000004,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,101,362,3.58,3.25,576.79,720800.01,896.25,835466.94,292.12,334951.35,706.51,518764.03,NA
251370310000005,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,141,470,3.33,3.27,331.39,76943.13,445.01,52529.37,205.98,76431.46,450.02,57056.79,NA
251370310000006,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),8,0,28,86,3.07,3.03,328.21,65370.17,417.73,44874.78,246.42,67009.68,385.7,50813.33,NA
251370310000007,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),8,0,54,206,3.81,4.19,368.2,151239.9,423.04,150551.17,247.75,255004.05,418.07,360206.51,NA
251370310000008,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),8,0,95,365,3.84,5.26,345.81,73120.41,443.95,49991.42,199.68,64301.02,393.57,50326.3,NA
251370310000009,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),8,0,79,337,4.27,3.17,764.38,402522.75,805.15,391013.83,321.75,237881.59,612.22,275061.56,NA
251370310000010,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,145,551,3.8,4.52,488.93,120700.61,545.35,103731.3,275.71,111971.78,466.51,100405.3,NA
251370310000011,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,172,662,3.85,3.49,460.13,135812.78,573.49,104029.67,255.73,128427.37,545.48,115838.16,NA
251370310000012,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,186,702,3.77,3.72,431.58,126219.75,489.48,114743.51,246.62,98362.1,429.42,92752.21,NA
251370310000013,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,177,661,3.73,4.37,428.11,52959.79,488.87,30627.01,220.16,68821.58,465.29,31232.8,NA
251370310000014,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),8,0,167,634,3.8,3.77,453.48,76365.72,525.91,50289.94,225.27,79334.6,435.24,61826.69,NA
251370310000015,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,181,629,3.48,3.01,390.19,304378.43,692.4,331135.02,192.32,153317.97,618.35,229993.13,NA
251370310000016,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,163,596,3.66,2.44,514.17,128949.87,594.4,101187.07,261.6,121101.72,564.9,90022.01,NA
251370310000017,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,161,584,3.63,3.27,304.18,81414.22,484.88,41768.03,205.87,74540.38,467.7,46742.51,NA
251370310000018,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,180,661,3.67,3.24,263.69,80283.82,527.39,20837.61,134.72,56395.88,486.53,32331.7,NA
251370310000019,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,193,785,4.07,4.24,312.5,77005.56,506.82,25973.49,174.66,62161.99,465.26,30245.7,NA
251370310000020,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,146,581,3.98,2.85,427.75,165087.07,503.65,156081.58,251.31,104262.97,416.94,103920.08,NA
